items,feedback,admirers,open_date.year,open_date.month,open_date.day-of-month,open_date.day-of-week,sales
237,125,4349,2011,11,8,2,281
0,0,0,2013,6,21,5,0
2,0,6,2012,8,19,7,0
274,154,1518,2010,8,30,1,376
17,0,5,2012,7,13,5,0
967,71,150,2012,12,14,5,679
0,135,262,2008,2,23,6,211
111,25,254,2012,9,10,1,19
6,0,347,2012,3,31,6,0
231,237,443,2011,12,21,3,912
180,3537,26314,2010,12,1,3,18988
185,210,717,2011,6,2,4,156
147,146,782,2005,12,31,6,326
159,4011,26107,2008,8,19,2,11229
59,537,19982,2007,6,23,6,2324
49,844,2507,2010,7,15,4,2407
207,88,496,2010,1,8,5,65
0,0,1,2013,6,17,1,0
43,20,167,2012,5,27,7,27
0,0,0,2013,6,21,5,0
105,42,1362,2011,11,9,3,73
67,233,7361,2007,6,18,1,553
93,83,1143,2011,11,22,2,286
595,185,2444,2011,12,19,1,1046
401,84,1135,2011,11,18,5,250
114,379,4692,2012,6,6,3,1169
37,42,1329,2008,11,12,3,86
281,351,695,2011,8,8,1,2156
68,282,6627,2009,10,28,3,1368
98,4,48,2009,12,17,4,31
42,9,23,2008,2,6,3,21
0,0,0,2013,6,20,4,0
169,1054,9201,2007,1,21,7,2109
50,205,5163,2011,7,19,2,889
224,131,637,2010,5,10,1,312
69,106,2266,2011,2,25,5,52
27,121,2195,2009,10,31,6,291
175,1628,14131,2006,8,31,4,2735
7,0,0,2013,6,21,5,0
94,34,77,2012,12,21,5,40
46,2170,17245,2006,7,19,3,4359
165,27,567,2010,12,23,4,78
0,0,0,2013,6,21,5,0
34,7,151,2008,9,24,3,20
226,38,285,2011,3,1,2,116
174,219,4518,2008,3,28,5,440
87,13,25,2012,4,19,4,35
16,19,537,2009,3,13,5,30
114,68,98,2007,1,25,4,139
117,53,2528,2011,12,6,2,147
256,317,535,2008,4,11,5,696
11,1,11,2012,12,8,6,1
34,23,347,2011,5,28,6,40
76,17,340,2010,6,20,7,45
17,57,42,2006,9,8,5,39
0,40,59,2008,2,7,4,127
57,61,349,2012,2,24,5,217
17,80,436,2008,7,6,7,112
190,664,6727,2010,6,29,2,2289
425,294,242,2011,9,15,4,335
56,121,681,2010,11,6,6,293
34,44,508,2011,3,5,6,74
32,4,4,2012,9,23,7,4
188,222,354,2010,1,1,5,197
33,19,30,2012,4,15,7,20
0,4,93,2009,5,19,2,20
93,70,278,2008,8,28,4,130
72,105,506,2010,12,10,5,175
24,133,1008,2008,4,10,4,344
27,15,306,2009,6,19,5,34
28,375,884,2009,2,3,2,232
310,20,132,2012,8,29,3,103
90,32,459,2010,7,7,3,69
0,1,2,2009,10,23,5,1
42,22,635,2009,3,6,5,29
17,193,624,2009,9,15,2,36
24,10,184,2013,3,25,1,1
1419,4254,1702,2008,4,7,1,7164
606,6452,3682,2008,3,18,2,9452
176,113,687,2012,11,19,1,591
6,1,2,2013,5,2,4,1
18,194,844,2010,12,20,1,227
1173,380,466,2009,8,17,1,1064
61,5,157,2011,2,28,1,23
12,4,11,2011,5,3,2,1
414,199,167,2011,5,22,7,562
11,77,657,2008,12,5,5,111
6,28,27,2010,2,3,3,42
0,15,3,2006,8,27,7,0
136,41,161,2012,5,17,4,78
34,17,73,2010,1,15,5,26
29,3,5,2013,1,7,1,5
60,917,1618,2008,5,21,3,2101
13,63,52,2008,1,8,2,102
96,50,35,2011,5,26,4,111
23,180,32,2007,3,29,4,89
25,0,2,2013,6,18,2,0
676,35,58,2012,8,21,2,114
101,239,946,2012,4,13,5,791
52,47,50,2010,12,27,1,96
166,101,110,2012,9,29,6,386
1551,4609,1300,2009,6,17,3,8614
1488,816,312,2010,6,5,6,1755
131,822,835,2009,11,10,2,2313
236,61,120,2012,2,18,6,157
126,210,566,2011,7,30,6,702
90,391,274,2012,12,5,3,601
310,38,31,2012,9,6,4,114
115,224,584,2010,3,17,3,656
1086,1666,1004,2008,10,6,1,3369
94,940,3190,2008,9,21,7,2561
85,0,1,2013,4,8,1,4
416,525,334,2012,1,15,7,1321
44,227,521,2008,12,15,1,320
505,13,20,2011,4,7,4,27
5,6,8,2011,8,27,6,6
269,199,523,2011,1,13,4,330
57,35,10,2012,4,2,1,81
118,858,1976,2008,1,13,7,1303
73,22,11,2011,3,1,2,18
311,785,357,2009,3,7,6,2067
148,7201,5272,2010,2,5,5,21803
204,118,500,2012,3,19,1,293
534,2646,1791,2010,5,20,4,10127
459,453,357,2011,12,8,4,1578
98,70,69,2011,11,13,7,200
271,134,350,2012,8,18,6,341
71,1177,1094,2006,3,15,3,1872
92,326,323,2007,4,9,1,768
20,1928,2241,2008,6,8,7,2635
56,4,37,2013,5,13,1,45
328,3758,4173,2010,5,11,2,15604
130,654,1259,2011,11,2,3,1591
46,753,313,2007,10,18,4,1007
53,353,231,2011,10,22,6,517
151,205,1153,2010,8,26,4,49
82,298,481,2007,7,13,5,629
67,64,82,2011,4,12,2,144
65,1125,1083,2010,7,2,5,2476
85,1564,2959,2010,3,16,2,2452
101,2178,3755,2010,2,22,1,1961
14,12,3,2013,2,11,1,0
86,63,95,2012,5,9,3,277
27,11,77,2013,4,16,2,1
145,29,83,2011,10,1,6,86
161,132,484,2009,7,28,2,283
85,107,103,2008,6,24,2,207
135,8,28,2012,4,12,4,13
120,73,63,2010,6,23,3,123
23,246,1187,2012,9,10,1,1665
48,99,324,2011,1,14,5,306
64,4,4,2012,11,16,5,7
125,318,4482,2010,4,22,4,710
0,0,0,2013,6,21,5,0
17,18,12,2012,11,13,2,24
109,63,339,2010,10,17,7,168
46,35,281,2010,3,29,1,90
0,3,8,2013,1,10,4,8
230,1457,1009,2010,5,28,5,3019
89,20,18,2010,6,29,2,36
121,94,135,2011,10,14,5,283
104,522,544,2008,9,22,1,1281
218,253,338,2010,6,28,1,573
42,19,184,2012,2,2,4,94
33,183,367,2007,8,20,1,396
27,27,64,2009,7,10,5,36
412,372,351,2008,4,27,7,268
124,1196,737,2012,6,2,6,867
78,104,623,2012,11,28,3,115
158,517,599,2011,3,4,5,445
31,43,168,2011,1,12,3,108
9,0,0,2013,6,9,7,0
0,17,153,2009,2,2,1,11
30,233,498,2010,4,13,2,510
77,10,109,2012,11,11,7,11
59,365,743,2009,8,5,3,718
134,321,3136,2011,4,5,2,1191
504,4752,2919,2007,3,12,1,6484
51,134,273,2010,11,22,1,97
55,316,1233,2008,12,26,5,748
193,1592,2755,2009,1,30,5,2445
0,0,0,2013,6,19,3,0
34,70,1694,2008,1,14,1,151
32,16,71,2012,3,13,2,40
6,21,20,2012,7,27,5,15
77,38,155,2012,11,4,7,152
9,1,5,2012,12,5,3,1
116,155,78,2009,10,18,7,219
66,385,368,2010,2,7,7,482
169,330,1947,2012,2,19,7,636
0,30,70,2011,11,16,3,91
91,75,563,2011,11,10,4,239
63,13,452,2012,2,28,2,21
782,3608,2320,2007,12,29,6,7412
76,317,509,2009,4,4,6,540
264,1006,1803,2010,5,2,7,3017
106,511,746,2009,2,12,4,609
21,20,96,2011,12,14,3,94
167,239,2239,2012,1,31,2,1212
11,248,130,2008,7,2,3,726
16,8,30,2012,10,20,6,27
94,15,38,2012,4,11,3,195
0,6,0,2013,6,21,5,0
0,5,1,2013,6,5,3,0
141,54,64,2009,1,6,2,143
107,64,465,2012,9,18,2,309
429,2858,3985,2009,11,9,1,8256
455,1179,3943,2007,2,11,7,1837
447,1098,789,2010,6,20,7,3318
49,272,613,2011,4,25,1,731
308,1261,999,2012,8,7,2,6085
282,243,392,2010,3,27,6,967
11,8,3,2013,5,26,7,6
117,374,447,2012,3,3,6,790
33,922,984,2010,3,3,3,829
64,335,645,2012,1,28,6,980
229,651,3337,2008,11,23,7,2984
58,176,848,2006,8,14,1,312
5,0,0,2013,6,8,6,0
0,1,0,2013,1,20,7,1
38,167,658,2009,3,26,4,609
10,0,2,2013,6,15,6,0
68,417,1280,2012,1,22,7,1077
55,53,88,2012,12,4,2,224
719,804,1568,2009,12,6,7,2792
781,3821,4962,2012,5,11,5,13308
84,1202,4721,2007,11,26,1,3783
65,461,3936,2011,5,14,6,1144
244,155,158,2013,1,11,5,550
12,168,331,2008,2,26,2,231
0,29,34,2012,6,9,6,201
31,3,35,2011,8,1,1,4
41,430,5346,2011,5,22,7,1692
75,285,766,2009,6,29,1,712
0,9,0,2013,6,18,2,0
109,1532,7623,2006,8,15,2,4367
380,2329,3027,2011,10,5,3,9100
15,497,4936,2011,5,13,5,1886
0,263,314,2011,10,29,6,828
214,3,18,2013,3,24,7,22
50,1487,16342,2008,10,8,3,2717
200,113,625,2011,1,7,5,165
274,1822,2388,2008,2,3,7,4390
132,63,491,2010,10,21,4,248
30,246,1245,2010,5,4,2,495
19,593,1799,2007,2,14,3,681
42,38,134,2012,6,23,6,102
7,0,9,2013,6,9,7,5
31,14,366,2012,10,9,2,42
96,445,1542,2010,1,18,1,826
2,0,1,2013,4,26,5,3
74,1820,2239,2009,3,27,5,4025
38,61,697,2012,4,23,1,88
14,4,4,2012,10,27,6,5
0,0,0,2011,9,27,2,0
11,15,24,2012,8,21,2,7
36,9,131,2011,12,5,1,19
271,483,1896,2008,10,10,5,1005
59,197,404,2008,6,12,4,234
0,2,13,2011,11,17,4,6
215,654,2185,2009,1,2,5,1536
14,0,15,2011,6,5,7,3
3,1,3,2012,8,8,3,2
49,112,1918,2011,6,10,5,531
18,121,1524,2007,5,23,3,258
5,17,19,2011,12,3,6,14
0,134,547,2010,9,21,2,282
41,3,694,2012,11,24,6,5
34,26,57,2010,2,20,6,3
437,1044,1989,2008,2,5,2,1689
282,143,196,2006,10,1,7,363
98,185,194,2011,10,21,5,590
34,909,427,2009,1,9,5,1350
45,52,99,2011,9,12,1,188
0,0,0,2013,6,20,4,0
31,79,130,2010,9,20,1,162
15,1,2,2013,3,23,6,6
30,74,170,2011,3,24,4,337
381,713,1098,2009,6,6,6,1676
3,64,167,2012,3,23,5,131
0,19,71,2011,10,8,6,123
0,4,8,2013,1,15,2,4
0,13,250,2012,5,20,7,38
56,59,100,2012,7,4,3,296
20,369,489,2008,11,10,1,765
13,36,70,2010,2,16,2,75
48,7,59,2013,2,16,6,16
125,379,261,2010,3,30,2,892
189,302,783,2010,8,31,2,512
159,59,723,2009,3,6,5,153
102,178,1204,2010,2,16,2,463
17,18,44,2010,2,26,5,23
63,8,40,2013,3,30,6,24
56,59,203,2007,12,16,7,259
0,1,0,2013,1,3,4,1
0,0,0,2013,6,15,6,0
44,11,44,2013,4,11,4,53
460,63,223,2012,10,7,7,580
46,68,160,2011,1,20,4,97
21,15,10,2012,9,24,1,3
143,401,6337,2010,11,9,2,1534
3,29,322,2010,2,20,6,190
20,0,0,2013,6,15,6,0
0,0,24,2013,5,14,2,1
246,21,222,2012,10,24,3,29
7,0,166,2013,5,15,3,11
41,4,104,2012,12,6,4,20
11,15,180,2011,6,1,3,18
248,227,307,2008,8,26,2,537
185,34,58,2011,12,18,7,75
91,67,160,2011,5,27,5,182
0,1,4,2012,8,26,7,7
21,4,6,2011,12,3,6,7
61,11,3228,2012,2,4,6,21
0,0,2,2013,3,13,3,1
92,22,38,2009,10,8,4,71
0,1,6,2010,11,28,7,5
81,295,542,2011,11,7,1,737
91,100,292,2009,10,9,5,159
821,507,1526,2010,7,27,2,1156
0,23,71,2009,5,30,6,75
31,15,127,2008,10,20,1,46
34,8,7,2012,1,8,7,18
72,20,26,2010,10,7,4,46
12,6,9,2011,11,27,7,15
30,0,0,2013,4,5,5,2
0,14,18,2010,10,2,6,18
150,17,52,2011,8,7,7,49
61,1,1,2013,5,27,1,0
105,8,588,2012,5,3,4,10
88,466,425,2012,8,3,5,1885
11,78,162,2011,10,27,4,481
112,5170,7979,2005,12,12,1,8525
37,1064,802,2010,11,5,5,2982
13,74,607,2011,6,24,5,1902
28,69,295,2012,7,8,7,392
65,280,352,2012,8,23,4,1153
21,459,1101,2011,1,2,7,2444
77,131,118,2009,6,12,5,382
66,1029,475,2011,3,21,1,2380
47,329,364,2011,1,11,2,1383
106,174,288,2009,11,11,3,228
95,581,719,2011,10,11,2,1971
58,1452,2458,2010,8,28,6,4178
171,796,865,2010,1,13,3,2036
322,2637,2797,2009,12,16,3,9258
182,1392,2218,2011,3,1,2,4577
0,101,636,2012,2,17,5,381
86,6090,4438,2009,9,13,7,18780
101,1181,627,2009,10,23,5,3567
126,5634,9152,2011,4,28,4,26569
110,3016,2905,2011,3,22,2,9584
138,3159,2264,2009,11,26,4,10777
433,486,1481,2010,12,9,4,2105
33,600,176,2010,6,15,2,340
23,25,64,2013,2,24,7,76
103,3956,7031,2011,8,11,4,16246
21,117,373,2011,6,14,2,571
120,267,403,2012,1,2,1,1323
14,528,1003,2008,12,4,4,589
275,86,908,2008,10,25,6,160
55,253,978,2009,10,23,5,1081
34,36,105,2012,2,12,7,31
62,14,160,2012,9,12,3,50
202,12,56,2011,12,27,2,39
36,91,190,2011,11,17,4,264
65,64,107,2012,9,6,4,213
18,28,26,2013,1,15,2,216
48,19,81,2013,2,15,5,45
100,59,354,2012,7,31,2,316
421,586,545,2008,3,5,3,1568
5,24,44,2012,4,20,5,12
194,232,915,2011,3,7,1,365
92,169,117,2009,8,19,3,781
693,3165,10065,2008,5,2,5,13429
23,0,0,2013,6,21,5,0
27,17,20,2008,10,6,1,29
165,238,1114,2010,1,24,7,514
185,277,213,2010,3,11,4,526
31,137,488,2008,5,3,6,258
68,254,356,2010,4,25,7,1039
594,888,2707,2009,10,2,5,1596
0,14,4,2010,1,31,7,52
16,56,108,2011,1,1,6,274
138,996,930,2011,1,4,2,3373
76,2747,3999,2009,5,17,7,9088
12,47,174,2012,9,12,3,344
882,2466,1506,2011,3,30,3,11030
44,540,655,2009,8,24,1,1385
47,396,983,2010,5,17,1,1711
10,119,16,2010,4,20,2,63
115,44,155,2013,1,30,3,203
10,290,198,2010,2,8,1,855
15,73,132,2008,3,2,7,135
20,153,358,2009,4,28,2,262
11,130,170,2006,1,25,3,325
57,381,269,2011,12,20,2,1503
17,1425,2353,2009,5,19,2,3270
49,649,695,2008,9,14,7,1345
80,2673,7408,2007,11,3,6,7434
20,5,11,2013,1,18,5,11
176,1998,1663,2009,1,16,5,2444
65,42,101,2009,3,19,4,25
35,2735,4586,2007,11,1,4,6952
35,806,527,2010,11,23,2,2473
20,277,1309,2012,11,2,5,1485
155,658,517,2011,3,3,4,2478
73,11,43,2013,3,18,1,94
13,85,26,2012,1,4,3,57
340,469,1270,2011,11,28,1,5443
0,30,218,2013,3,10,7,783
0,13,60,2011,6,21,2,68
131,675,7182,2007,10,1,1,1358
26,2,6,2013,2,13,3,31
596,40,374,2012,12,30,7,657
40,1129,5081,2008,8,28,4,1221
32,71,955,2011,6,14,2,216
0,0,11,2013,6,14,5,24
32,2,38,2013,5,13,1,144
0,13,338,2013,3,28,4,1926
86,189,1615,2012,7,13,5,4333
348,104,493,2012,12,10,1,858
521,494,1059,2011,10,14,5,2938
222,181,2435,2013,1,23,3,2185
469,410,5643,2012,2,18,6,2707
466,86,409,2010,8,31,2,1231
0,22,431,2013,4,2,2,442
590,42,314,2013,2,24,7,911
323,169,1484,2012,8,18,6,882
90,18,29,2013,5,5,7,388
10,5,112,2013,4,6,6,341
126,637,2149,2009,6,15,1,2975
316,666,4040,2011,7,6,3,2885
333,6103,16524,2006,10,29,7,11806
122,271,397,2012,8,27,1,2980
37,194,839,2012,8,8,3,1913
3,54,267,2010,5,24,1,224
41,2291,4476,2007,7,1,7,10013
47,83,243,2012,9,6,4,622
162,145,1183,2012,7,22,7,1429
0,25,152,2012,9,23,7,225
58,24,301,2013,3,20,3,758
0,173,657,2009,8,19,3,915
116,190,817,2010,2,13,6,724
110,112,504,2011,10,18,2,376
511,1462,3403,2010,6,28,1,4679
0,29,72,2012,9,4,2,108
45,654,3083,2010,3,29,1,3353
283,55,296,2012,7,26,4,368
25,552,489,2011,9,28,3,1818
67,812,1750,2009,7,20,1,2216
9,0,0,2013,6,19,3,0
74,57,181,2010,10,21,4,205
0,101,605,2012,7,13,5,498
0,194,176,2011,5,3,2,503
71,269,1178,2009,9,8,2,1995
36,82,587,2012,4,9,1,284
46,80,223,2012,3,20,2,460
86,152,426,2011,7,4,1,542
27,27,158,2012,8,11,6,119
131,905,2479,2009,10,3,6,2657
57,548,983,2009,1,12,1,804
0,51,138,2012,12,27,4,159
79,152,91,2013,1,15,2,9
5,0,1,2013,2,20,3,1
55,26,18,2012,1,22,7,51
167,67,79,2012,8,25,6,168
520,31,299,2011,2,25,5,84
3313,1004,1230,2011,12,7,3,2087
186,257,2890,2009,12,17,4,432
200,258,610,2010,11,10,3,581
0,216,606,2011,6,20,1,714
176,75,113,2011,1,20,4,181
130,401,416,2012,7,23,1,181
905,477,845,2010,11,7,7,1178
17,33,51,2010,11,23,2,60
48,370,176,2009,8,30,7,429
408,23,104,2012,9,29,6,93
1812,230,1148,2011,10,4,2,589
151,235,223,2012,1,30,1,216
202,125,67,2012,3,27,2,287
48,17,582,2012,5,21,1,43
3663,2852,11573,2008,1,12,6,7088
218,6165,4632,2008,7,23,3,10545
238,868,1340,2009,6,1,1,1747
429,31,476,2011,10,4,2,79
351,212,611,2011,9,23,5,702
181,189,181,2011,12,9,5,383
162,216,340,2009,11,25,3,460
106,51,217,2013,1,26,6,145
352,6737,5847,2009,7,1,3,8665
166,604,1325,2010,12,16,4,1028
200,2478,18271,2009,10,11,7,5915
55,403,617,2009,9,2,3,639
123,5,5,2013,4,29,1,7
36,83,128,2011,8,26,5,294
134,29,684,2011,12,10,6,155
542,280,1392,2012,7,7,6,2057
62,246,617,2009,1,31,6,1323
99,16,156,2012,1,4,3,115
54,0,0,2013,6,19,3,0
36,8,50,2012,2,2,4,10
83,0,7,2013,5,20,1,13
0,0,0,2013,6,21,5,0
56,4,103,2012,10,29,1,53
26,0,2,2013,3,18,1,3
92,146,776,2012,1,19,4,815
121,160,5235,2011,1,5,3,484
13,9,41,2011,3,3,4,58
6,20,52,2012,7,9,1,50
7,1,2,2011,11,7,1,4
30,8,34,2012,10,6,6,4
46,41,106,2009,4,13,1,14
0,27,71,2011,10,18,2,46
16,1,17,2012,10,12,5,7
13,4,8,2012,12,3,1,4
47,11,31,2009,1,27,2,39
558,169,438,2010,2,2,2,421
81,23,318,2012,4,26,4,74
48,31,1517,2011,7,29,5,153
6,0,1,2013,1,3,4,0
0,4,12,2012,5,22,2,7
432,890,1052,2008,3,18,2,1670
116,88,263,2012,7,28,6,381
0,2,6,2013,5,7,2,4
0,0,3,2013,1,19,6,4
29,41,133,2007,9,27,4,99
21,2,8,2012,11,19,1,7
4,3,13,2012,9,7,5,6
230,15,34,2013,1,1,2,91
288,484,14191,2010,8,9,1,1247
91,137,665,2011,2,23,3,350
28,2,17,2012,4,4,3,5
0,10,59,2009,5,10,7,26
136,3,14,2008,8,28,4,14
50,231,576,2007,6,28,4,221
94,70,217,2010,3,5,5,184
54,20,274,2011,8,1,1,3
0,0,0,2012,10,11,4,0
59,1192,1410,2008,10,21,2,960
115,26,129,2011,7,22,5,27
97,87,262,2007,7,8,7,168
88,243,6321,2007,10,16,2,266
48,29,201,2012,2,12,7,12
47,50,188,2009,10,22,4,86
248,34,38,2009,9,22,2,56
33,311,2930,2009,11,6,5,410
91,22,62,2012,5,10,4,53
151,442,1358,2009,4,5,7,356
31,0,2,2012,11,12,1,0
78,8,90,2011,11,11,5,14
68,322,2065,2008,1,3,4,422
130,139,117,2009,10,8,4,148
50,16,345,2012,10,22,1,21
99,239,1335,2011,2,10,4,1065
147,230,1663,2010,6,17,4,530
25,160,358,2012,6,28,4,691
127,438,2238,2008,12,1,1,746
84,956,1059,2011,7,11,1,4097
239,2,44,2013,4,1,1,17
55,311,374,2010,10,6,3,725
72,68,331,2012,3,3,6,519
282,1990,2173,2007,8,22,3,3871
559,447,1411,2012,3,23,5,2607
228,448,1486,2011,9,5,1,1462
203,1563,7737,2009,9,23,3,6369
89,6,55,2011,7,6,3,21
44,258,206,2009,9,18,5,3
32,72,331,2011,5,15,7,188
0,15,88,2010,9,19,7,46
47,25,199,2011,10,6,4,96
135,2760,6787,2007,6,10,7,6662
14,1,15,2012,12,31,1,0
31,5,139,2011,11,26,6,8
135,309,69,2010,4,3,6,28
28,80,515,2010,11,22,1,591
113,888,2297,2006,11,21,2,1754
196,1287,4516,2009,7,16,4,3815
319,570,1782,2012,8,8,3,3704
129,76,206,2007,7,6,5,50
184,2760,10055,2010,4,12,1,11862
397,1662,3755,2012,2,24,5,7593
198,366,1543,2012,2,24,5,1520
35,5,17,2012,1,22,7,57
327,2375,16198,2009,2,9,1,8431
445,919,2192,2010,8,6,5,2028
199,88,271,2012,6,29,5,270
115,85,41,2012,1,16,1,35
123,621,5459,2007,4,23,1,1204
875,151,327,2010,7,18,7,454
27,21,83,2011,1,24,1,162
150,754,894,2007,3,15,4,2021
52,23,70,2013,1,30,3,78
555,1149,1485,2009,11,28,6,2803
13,10,4,2013,5,4,6,2
86,103,68,2012,8,23,4,208
376,1921,2780,2011,1,16,7,8183
36,34,304,2012,8,5,7,597
18,114,124,2011,10,14,5,883
1061,2772,1598,2010,8,6,5,6357
0,40,38,2011,12,28,3,133
34,0,0,2013,5,30,4,0
193,961,3170,2008,10,20,1,2775
52,83,480,2011,4,5,2,233
112,225,3268,2005,11,25,5,600
113,175,725,2012,2,15,3,911
104,212,602,2010,4,9,5,943
97,142,253,2010,6,28,1,423
0,0,1,2013,5,19,7,1
99,124,440,2011,3,25,5,404
297,380,719,2009,2,19,4,1389
81,149,156,2012,6,29,5,936
76,220,964,2010,9,30,4,1115
17,0,2,2009,5,18,1,3
93,434,3465,2010,8,25,3,1504
134,373,1795,2009,7,7,2,2505
155,26,54,2011,10,4,2,79
60,1725,5351,2006,9,2,6,2571
154,125,551,2009,10,18,7,707
58,83,119,2011,10,1,6,196
45,430,3201,2011,3,5,6,1636
384,43,273,2012,12,9,7,382
0,8,259,2012,9,10,1,69
72,56,764,2010,4,23,5,126
802,208,348,2009,12,20,7,836
20,459,1247,2010,10,22,5,2049
67,36,576,2011,1,25,2,60
52,45,31,2010,1,4,1,139
166,6,14,2012,5,20,7,36
234,1081,4941,2010,10,4,1,5667
62,24,166,2010,4,5,1,32
20,1,1,2013,6,20,4,0
35,38,556,2012,4,2,1,21
17,6,73,2009,10,30,5,22
61,194,2433,2010,1,28,4,453
14,61,31,2012,9,24,1,95
61,0,1,2013,5,21,2,0
27,0,0,2013,6,9,7,2
33,45,359,2009,6,7,7,69
140,61,306,2012,1,2,1,149
34,28,38,2012,11,23,5,30
241,219,528,2010,9,12,7,375
639,972,455,2007,9,2,7,2346
37,43,217,2012,11,23,5,45
198,23,131,2012,11,14,3,52
103,78,2259,2012,4,29,7,86
48,30,61,2011,8,4,4,39
464,599,2666,2010,10,25,1,3589
4,0,0,2011,5,29,7,0
129,174,217,2011,2,8,2,307
112,788,5627,2010,4,23,5,1334
324,165,143,2011,11,13,7,713
220,466,1930,2009,1,30,5,495
23,0,0,2012,10,26,5,0
63,81,44,2009,9,12,6,57
47,655,487,2009,2,3,2,250
81,301,703,2007,12,13,4,945
0,35,244,2012,1,12,4,148
30,30,167,2012,5,20,7,68
46,114,383,2011,11,18,5,203
0,0,0,2013,6,20,4,0
29,165,489,2008,12,27,6,688
195,812,1365,2010,9,28,2,2038
86,107,155,2011,3,31,4,91
88,151,1328,2011,11,24,4,542
6,65,657,2010,9,2,4,86
91,136,336,2010,9,9,4,209
0,366,20,2012,4,12,4,5
27,0,3,2013,5,6,1,2
17,62,286,2011,4,19,2,569
15,102,202,2012,9,9,7,26
10,946,466,2006,5,25,4,1028
328,109,677,2011,10,27,4,374
61,459,285,2009,2,12,4,712
56,52,196,2011,4,19,2,107
66,14,31,2011,4,1,5,39
164,102,593,2012,8,12,7,225
58,3,279,2013,3,1,5,9
55,833,3429,2007,11,11,7,1449
93,460,1798,2008,8,11,1,1228
0,1,4,2011,2,12,6,2
48,12,320,2012,7,22,7,18
34,1807,872,2009,5,24,7,1890
116,250,834,2009,8,21,5,304
384,729,362,2008,7,21,1,983
2,795,3764,2009,1,12,1,1256
177,202,606,2011,6,16,4,353
21,2717,9432,2008,4,13,7,6411
48,27,74,2013,1,21,1,22
164,154,294,2010,3,4,4,349
0,152,379,2011,11,3,4,147
175,6509,15659,2009,11,1,7,14768
78,985,2073,2010,9,13,1,3067
320,101,1331,2012,2,15,3,297
188,711,1413,2012,9,25,2,2476
252,873,905,2010,10,8,5,1102
150,400,3167,2011,1,26,3,1345
103,294,898,2011,7,20,3,1134
165,136,408,2011,5,28,6,409
89,105,226,2013,2,11,1,190
96,355,3294,2009,11,4,3,644
11,0,1,2011,9,25,7,0
38,101,538,2006,8,17,4,160
106,20,175,2012,5,9,3,38
52,86,495,2011,9,29,4,149
26,22,62,2010,4,5,1,17
12,541,1143,2008,8,15,5,1631
582,214,153,2010,10,2,6,269
216,9583,23388,2008,4,29,2,23774
216,419,293,2011,11,19,6,736
243,2097,6523,2011,3,25,5,6931
42,26,43,2012,7,24,2,38
53,185,218,2010,11,26,5,463
26,4,5,2012,8,9,4,2
338,2642,5706,2009,6,23,2,4879
0,14,75,2013,4,13,6,99
100,333,2417,2008,9,3,3,697
249,348,3052,2010,11,21,7,1101
86,33,4,2010,9,16,4,7
52,2257,21758,2007,5,21,1,3636
205,8,629,2013,4,22,1,183
66,52,2867,2012,10,11,4,183
0,110,253,2010,11,6,6,382
0,3,39,2012,11,26,1,16
175,2189,15187,2011,4,25,1,6155
121,87,180,2012,12,14,5,546
405,819,17948,2009,5,4,1,1440
244,125,95,2012,2,13,1,203
112,1218,27800,2009,12,10,4,1983
118,2599,24445,2009,1,20,2,7191
44,109,1236,2011,7,15,5,299
124,180,1939,2009,9,6,7,352
36,164,1422,2008,1,3,4,104
73,330,1311,2011,6,6,1,1617
32,1,24,2013,5,10,5,5
0,0,0,2013,6,19,3,0
315,1608,12687,2011,3,22,2,5256
81,18,392,2008,7,18,5,33
33,157,3324,2012,1,23,1,358
0,0,0,2013,6,21,5,0
18,0,2,2013,6,20,4,0
0,17,665,2012,9,3,1,146
37,243,368,2009,6,3,3,2660
15,206,1555,2011,7,18,1,1062
12,0,5,2012,12,29,6,0
16,0,3,2013,3,17,7,3
0,0,0,2013,6,21,5,0
0,0,0,2013,6,19,3,0
52,40,1106,2011,10,26,3,81
31,2,42,2012,8,28,2,9
14,70,761,2007,1,8,1,91
142,47,61,2012,4,18,3,77
0,0,0,2013,6,21,5,0
137,7874,32088,2005,9,8,4,16396
209,2342,18231,2008,11,13,4,4104
28,12,16,2013,2,1,5,14
113,544,2640,2010,11,12,5,3482
0,0,1,2011,11,14,1,0
0,0,1,2013,6,12,3,0
134,124,821,2011,5,10,2,107
199,45,2721,2012,2,12,7,83
13,0,25,2013,2,8,5,0
74,12,12,2012,12,21,5,22
61,0,317,2013,4,14,7,1
191,395,8698,2009,7,26,7,1356
111,75,414,2008,11,28,5,164
66,500,209,2008,7,24,4,730
22,32,315,2009,3,4,3,43
153,9,162,2011,7,10,7,44
0,27,631,2009,12,14,1,47
41,1,159,2013,2,20,3,4
139,589,11190,2010,8,20,5,1258
149,400,805,2008,10,21,2,599
24,1,11,2012,7,15,7,7
77,137,257,2007,1,21,7,161
110,152,2301,2009,10,10,6,287
26,234,611,2010,2,26,5,365
0,0,8,2012,8,13,1,3
94,809,595,2011,4,4,1,431
0,43,14,2010,12,8,3,113
190,74,643,2011,7,12,2,398
601,213,899,2011,6,3,5,1374
244,196,469,2009,5,23,6,267
3,19,63,2010,9,23,4,25
78,33,1249,2011,6,15,3,52
0,0,0,2013,6,19,3,0
93,218,473,2010,2,23,2,523
210,485,861,2010,10,10,7,667
186,186,4335,2011,2,8,2,356
78,273,1346,2011,2,14,1,683
